category,subcategory,기준년도,year,freq
차량단독,[도로이탈]추락,부상자수,2004,658
차량단독,[도로이탈]기타,발생건수,2004,497
차량단독,[도로이탈]기타,사망자수,2004,103
차량단독,[도로이탈]기타,부상자수,2004,761
차량단독,주차차량충돌(운전자부재),발생건수,2004,8
차량단독,주차차량충돌(운전자부재),사망자수,2004,5
차량단독,주차차량충돌(운전자부재),부상자수,2004,4
차량단독,전도,발생건수,2004,510
차량단독,전도,사망자수,2004,108
차량단독,전도,부상자수,2004,722
차량단독,[차량단독]기타,발생건수,2004,4313
차량단독,[차량단독]기타,사망자수,2004,489
차량단독,[차량단독]기타,부상자수,2004,5879
차대열차,합계,발생건수,2004,15
차대열차,합계,사망자수,2004,3
차대열차,합계,부상자수,2004,24
철길건널목,철길건널목,발생건수,2004,15
철길건널목,철길건널목,사망자수,2004,3
철길건널목,철길건널목,부상자수,2004,24
합계,합계,발생건수,2005,214171
합계,합계,사망자수,2005,6376
합계,합계,부상자수,2005,342233
차대사람,합계,발생건수,2005,46594
차대사람,합계,사망자수,2005,2457
차대사람,합계,부상자수,2005,47282
차대사람,횡단중,발생건수,2005,20758
차대사람,횡단중,사망자수,2005,1323
차대사람,횡단중,부상자수,2005,20642
차대사람,차도통행중,발생건수,2005,5162
차대사람,차도통행중,사망자수,2005,296
차대사람,차도통행중,부상자수,2005,5163
차대사람,길가장자리구역통행중,발생건수,2005,2713
차대사람,길가장자리구역통행중,사망자수,2005,129
차대사람,길가장자리구역통행중,부상자수,2005,2836
차대사람,보도통행중,발생건수,2005,2346
차대사람,보도통행중,사망자수,2005,81
차대사람,보도통행중,부상자수,2005,2531
차대사람,기타,발생건수,2005,15615
차대사람,기타,사망자수,2005,628
차대사람,기타,부상자수,2005,16110
차대차,합계,발생건수,2005,159063
차대차,합계,사망자수,2005,2659
차대차,합계,부상자수,2005,283005
차대차,진행중 추돌,발생건수,2005,25584
차대차,진행중 추돌,사망자수,2005,392
차대차,진행중 추돌,부상자수,2005,48504
차대차,주정차중 추돌,발생건수,2005,25777
차대차,주정차중 추돌,사망자수,2005,278
차대차,주정차중 추돌,부상자수,2005,53214
차대차,정면충돌,발생건수,2005,11200
차대차,정면충돌,사망자수,2005,575
차대차,정면충돌,부상자수,2005,22310
차대차,측면충돌,발생건수,2005,58441
차대차,측면충돌,사망자수,2005,717
차대차,측면충돌,부상자수,2005,98136
차대차,기타,발생건수,2005,38061
차대차,기타,사망자수,2005,697
차대차,기타,부상자수,2005,60841
차량단독,합계,발생건수,2005,8504
차량단독,합계,사망자수,2005,1254
차량단독,합계,부상자수,2005,11935
차량단독,공작물충돌,발생건수,2005,2515
차량단독,공작물충돌,사망자수,2005,489
차량단독,공작물충돌,부상자수,2005,3661
차량단독,주/정차차량 충돌,발생건수,2005,43
차량단독,주/정차차량 충돌,사망자수,2005,8
차량단독,주/정차차량 충돌,부상자수,2005,51
차량단독,도로이탈 추락,발생건수,2005,463
차량단독,도로이탈 추락,사망자수,2005,169
차량단독,도로이탈 추락,부상자수,2005,726
차량단독,도로이탈 기타,발생건수,2005,455
차량단독,도로이탈 기타,사망자수,2005,87
차량단독,도로이탈 기타,부상자수,2005,847
차량단독,기타,발생건수,2005,4066
차량단독,기타,사망자수,2005,294
차량단독,기타,부상자수,2005,5077
차량단독,전도전복,발생건수,2005,962
차량단독,전도전복,사망자수,2005,207
차량단독,전도전복,부상자수,2005,1573
철길건널목,합계,발생건수,2005,10
철길건널목,합계,사망자수,2005,6
철길건널목,합계,부상자수,2005,11
철길건널목,차단기돌파,발생건수,2005,NA
철길건널목,차단기돌파,사망자수,2005,NA
철길건널목,차단기돌파,부상자수,2005,NA
철길건널목,경보기 무시,발생건수,2005,3
철길건널목,경보기 무시,사망자수,2005,3
철길건널목,경보기 무시,부상자수,2005,3
철길건널목,직전진행,발생건수,2005,2
철길건널목,직전진행,사망자수,2005,1
철길건널목,직전진행,부상자수,2005,2
철길건널목,기타,발생건수,2005,5
철길건널목,기타,사망자수,2005,2
철길건널목,기타,부상자수,2005,6
합계,합계,발생건수,2006,213745
합계,합계,사망자수,2006,6327
합계,합계,부상자수,2006,340229
차대사람,합계,발생건수,2006,45261
차대사람,합계,사망자수,2006,2377
차대사람,합계,부상자수,2006,46004
차대사람,횡단중,발생건수,2006,22832
차대사람,횡단중,사망자수,2006,1383
차대사람,횡단중,부상자수,2006,22880
차대사람,차도통행중,발생건수,2006,6226
차대사람,차도통행중,사망자수,2006,336
차대사람,차도통행중,부상자수,2006,6222
차대사람,길가장자리구역통행중,발생건수,2006,5150
차대사람,길가장자리구역통행중,사망자수,2006,236
차대사람,길가장자리구역통행중,부상자수,2006,5317
차대사람,보도통행중,발생건수,2006,2985
차대사람,보도통행중,사망자수,2006,92
차대사람,보도통행중,부상자수,2006,3191
차대사람,기타,발생건수,2006,8068
차대사람,기타,사망자수,2006,330
차대사람,기타,부상자수,2006,8394
차대차,합계,발생건수,2006,159735
차대차,합계,사망자수,2006,2635
차대차,합계,부상자수,2006,282595
차대차,진행중 추돌,발생건수,2006,29363
차대차,진행중 추돌,사망자수,2006,456
차대차,진행중 추돌,부상자수,2006,54915
차대차,주정차중 추돌,발생건수,2006,27741
차대차,주정차중 추돌,사망자수,2006,297
차대차,주정차중 추돌,부상자수,2006,55981
차대차,정면충돌,발생건수,2006,11776
차대차,정면충돌,사망자수,2006,589
차대차,정면충돌,부상자수,2006,22785
차대차,측면충돌,발생건수,2006,73680
차대차,측면충돌,사망자수,2006,920
차대차,측면충돌,부상자수,2006,121814
차대차,기타,발생건수,2006,17175
차대차,기타,사망자수,2006,373
차대차,기타,부상자수,2006,27100
차량단독,합계,발생건수,2006,8740
차량단독,합계,사망자수,2006,1311
차량단독,합계,부상자수,2006,11622
차량단독,공작물충돌,발생건수,2006,3602
차량단독,공작물충돌,사망자수,2006,614
차량단독,공작물충돌,부상자수,2006,5122
차량단독,주/정차차량 충돌,발생건수,2006,85
차량단독,주/정차차량 충돌,사망자수,2006,12
차량단독,주/정차차량 충돌,부상자수,2006,106
차량단독,도로이탈 추락,발생건수,2006,589
차량단독,도로이탈 추락,사망자수,2006,198
차량단독,도로이탈 추락,부상자수,2006,806
차량단독,도로이탈 기타,발생건수,2006,577
차량단독,도로이탈 기타,사망자수,2006,105
차량단독,도로이탈 기타,부상자수,2006,838
차량단독,기타,발생건수,2006,2597
차량단독,기타,사망자수,2006,149
차량단독,기타,부상자수,2006,3040
차량단독,전도전복,발생건수,2006,1290
차량단독,전도전복,사망자수,2006,233
차량단독,전도전복,부상자수,2006,1710
철길건널목,합계,발생건수,2006,9
철길건널목,합계,사망자수,2006,4
철길건널목,합계,부상자수,2006,8
철길건널목,차단기돌파,발생건수,2006,3
철길건널목,차단기돌파,사망자수,2006,1
철길건널목,차단기돌파,부상자수,2006,5
철길건널목,경보기 무시,발생건수,2006,5
철길건널목,경보기 무시,사망자수,2006,2
철길건널목,경보기 무시,부상자수,2006,3
철길건널목,직전진행,발생건수,2006,NA
철길건널목,직전진행,사망자수,2006,NA
철길건널목,직전진행,부상자수,2006,NA
철길건널목,기타,발생건수,2006,1
철길건널목,기타,사망자수,2006,1
철길건널목,기타,부상자수,2006,0
합계,합계,발생건수,2007,211662
합계,합계,사망자수,2007,6166
합계,합계,부상자수,2007,335906
차대사람,합계,발생건수,2007,44857
차대사람,합계,사망자수,2007,2232
차대사람,합계,부상자수,2007,45842
차대사람,횡단중,발생건수,2007,22352
차대사람,횡단중,사망자수,2007,1326
차대사람,횡단중,부상자수,2007,22531
차대사람,차도통행중,발생건수,2007,6439
차대사람,차도통행중,사망자수,2007,337
차대사람,차도통행중,부상자수,2007,6527
차대사람,길가장자리구역통행중,발생건수,2007,4889
차대사람,길가장자리구역통행중,사망자수,2007,178
차대사람,길가장자리구역통행중,부상자수,2007,5107
차대사람,보도통행중,발생건수,2007,2916
차대사람,보도통행중,사망자수,2007,85
차대사람,보도통행중,부상자수,2007,3129
차대사람,기타,발생건수,2007,8261
차대사람,기타,사망자수,2007,306
차대사람,기타,부상자수,2007,8548
차대차,합계,발생건수,2007,157942
차대차,합계,사망자수,2007,2551
차대차,합계,부상자수,2007,278273
차대차,진행중 추돌,발생건수,2007,26641
차대차,진행중 추돌,사망자수,2007,445
차대차,진행중 추돌,부상자수,2007,50410
차대차,주정차중 추돌,발생건수,2007,25824
차대차,주정차중 추돌,사망자수,2007,284
차대차,주정차중 추돌,부상자수,2007,52475
차대차,정면충돌,발생건수,2007,10945
차대차,정면충돌,사망자수,2007,534
차대차,정면충돌,부상자수,2007,20943
차대차,측면충돌,발생건수,2007,79921
차대차,측면충돌,사망자수,2007,1039
차대차,측면충돌,부상자수,2007,132255
차대차,기타,발생건수,2007,14611
차대차,기타,사망자수,2007,249
차대차,기타,부상자수,2007,22190
차량단독,합계,발생건수,2007,8848
차량단독,합계,사망자수,2007,1379
차량단독,합계,부상자수,2007,11743
차량단독,공작물충돌,발생건수,2007,3908
차량단독,공작물충돌,사망자수,2007,664
차량단독,공작물충돌,부상자수,2007,5440
차량단독,주/정차차량 충돌,발생건수,2007,76
차량단독,주/정차차량 충돌,사망자수,2007,11
차량단독,주/정차차량 충돌,부상자수,2007,86
차량단독,도로이탈 추락,발생건수,2007,586
차량단독,도로이탈 추락,사망자수,2007,215
차량단독,도로이탈 추락,부상자수,2007,782
차량단독,도로이탈 기타,발생건수,2007,538
차량단독,도로이탈 기타,사망자수,2007,91
차량단독,도로이탈 기타,부상자수,2007,789
차량단독,기타,발생건수,2007,2420
차량단독,기타,사망자수,2007,146
차량단독,기타,부상자수,2007,2795
차량단독,전도전복,발생건수,2007,1320
차량단독,전도전복,사망자수,2007,252
차량단독,전도전복,부상자수,2007,1851
철길건널목,합계,발생건수,2007,15
철길건널목,합계,사망자수,2007,4
철길건널목,합계,부상자수,2007,48
철길건널목,차단기돌파,발생건수,2007,5
철길건널목,차단기돌파,사망자수,2007,1
철길건널목,차단기돌파,부상자수,2007,9
철길건널목,경보기 무시,발생건수,2007,6
철길건널목,경보기 무시,사망자수,2007,3
철길건널목,경보기 무시,부상자수,2007,33
철길건널목,직전진행,발생건수,2007,2
철길건널목,직전진행,사망자수,2007,0
철길건널목,직전진행,부상자수,2007,2
철길건널목,기타,발생건수,2007,2
철길건널목,기타,사망자수,2007,0
철길건널목,기타,부상자수,2007,4
합계,합계,발생건수,2008,215822
합계,합계,사망자수,2008,5870
합계,합계,부상자수,2008,338962
차대사람,합계,발생건수,2008,47281
차대사람,합계,사망자수,2008,2063
차대사람,합계,부상자수,2008,48406
차대사람,횡단중,발생건수,2008,22701
차대사람,횡단중,사망자수,2008,1177
차대사람,횡단중,부상자수,2008,22992
차대사람,차도통행중,발생건수,2008,6980
차대사람,차도통행중,사망자수,2008,318
차대사람,차도통행중,부상자수,2008,7054
차대사람,길가장자리구역통행중,발생건수,2008,5609
차대사람,길가장자리구역통행중,사망자수,2008,186
차대사람,길가장자리구역통행중,부상자수,2008,5780
차대사람,보도통행중,발생건수,2008,3518
차대사람,보도통행중,사망자수,2008,76
차대사람,보도통행중,부상자수,2008,3785
차대사람,기타,발생건수,2008,8473
차대사람,기타,사망자수,2008,306
차대사람,기타,부상자수,2008,8795
차대차,합계,발생건수,2008,158975
차대차,합계,사망자수,2008,2519
차대차,합계,부상자수,2008,278062
차대차,진행중 추돌,발생건수,2008,28329
차대차,진행중 추돌,사망자수,2008,423
차대차,진행중 추돌,부상자수,2008,53340
차대차,주정차중 추돌,발생건수,2008,24989
차대차,주정차중 추돌,사망자수,2008,260
차대차,주정차중 추돌,부상자수,2008,50625
차대차,정면충돌,발생건수,2008,10738
차대차,정면충돌,사망자수,2008,509
차대차,정면충돌,부상자수,2008,20471
차대차,측면충돌,발생건수,2008,83789
차대차,측면충돌,사망자수,2008,1126
차대차,측면충돌,부상자수,2008,137009
차대차,기타,발생건수,2008,11130
차대차,기타,사망자수,2008,201
차대차,기타,부상자수,2008,16617
차량단독,합계,발생건수,2008,9555
차량단독,합계,사망자수,2008,1283
차량단독,합계,부상자수,2008,12483
차량단독,공작물충돌,발생건수,2008,4445
차량단독,공작물충돌,사망자수,2008,729
차량단독,공작물충돌,부상자수,2008,5948
차량단독,주/정차차량 충돌,발생건수,2008,97
차량단독,주/정차차량 충돌,사망자수,2008,14
차량단독,주/정차차량 충돌,부상자수,2008,119
차량단독,도로이탈 추락,발생건수,2008,639
차량단독,도로이탈 추락,사망자수,2008,164
차량단독,도로이탈 추락,부상자수,2008,961
차량단독,도로이탈 기타,발생건수,2008,506
차량단독,도로이탈 기타,사망자수,2008,66
차량단독,도로이탈 기타,부상자수,2008,715
차량단독,기타,발생건수,2008,2508
차량단독,기타,사망자수,2008,99
차량단독,기타,부상자수,2008,2873
차량단독,전도전복,발생건수,2008,1360
차량단독,전도전복,사망자수,2008,211
차량단독,전도전복,부상자수,2008,1867
철길건널목,합계,발생건수,2008,11
철길건널목,합계,사망자수,2008,5
철길건널목,합계,부상자수,2008,11
철길건널목,차단기돌파,발생건수,2008,4
철길건널목,차단기돌파,사망자수,2008,2
철길건널목,차단기돌파,부상자수,2008,3
철길건널목,경보기 무시,발생건수,2008,3
철길건널목,경보기 무시,사망자수,2008,2
철길건널목,경보기 무시,부상자수,2008,2
철길건널목,직전진행,발생건수,2008,2
철길건널목,직전진행,사망자수,2008,0
철길건널목,직전진행,부상자수,2008,5
철길건널목,기타,발생건수,2008,2
철길건널목,기타,사망자수,2008,1
철길건널목,기타,부상자수,2008,1
합계,합계,발생건수,2009,231990
합계,합계,사망자수,2009,5838
합계,합계,부상자수,2009,361875
차대사람,합계,발생건수,2009,49665
차대사람,합계,사망자수,2009,2047
차대사람,합계,부상자수,2009,51043
차대사람,횡단중,발생건수,2009,22828
차대사람,횡단중,사망자수,2009,1171
차대사람,횡단중,부상자수,2009,23205
차대사람,차도통행중,발생건수,2009,6841
차대사람,차도통행중,사망자수,2009,310
차대사람,차도통행중,부상자수,2009,6904
차대사람,길가장자리구역통행중,발생건수,2009,5273
차대사람,길가장자리구역통행중,사망자수,2009,156
차대사람,길가장자리구역통행중,부상자수,2009,5470
차대사람,보도통행중,발생건수,2009,3291
차대사람,보도통행중,사망자수,2009,68
차대사람,보도통행중,부상자수,2009,3556
차대사람,기타,발생건수,2009,11432
차대사람,기타,사망자수,2009,342
차대사람,기타,부상자수,2009,11908
차대차,합계,발생건수,2009,171706
차대차,합계,사망자수,2009,2546
차대차,합계,부상자수,2009,297131
차대차,진행중 추돌,발생건수,2009,30005
차대차,진행중 추돌,사망자수,2009,513
차대차,진행중 추돌,부상자수,2009,56654
차대차,주정차중 추돌,발생건수,2009,25510
차대차,주정차중 추돌,사망자수,2009,293
차대차,주정차중 추돌,부상자수,2009,51211
차대차,정면충돌,발생건수,2009,10626
차대차,정면충돌,사망자수,2009,465
차대차,정면충돌,부상자수,2009,20044
차대차,측면충돌,발생건수,2009,91375
차대차,측면충돌,사망자수,2009,1024
차대차,측면충돌,부상자수,2009,148442
차대차,기타,발생건수,2009,14190
차대차,기타,사망자수,2009,251
차대차,기타,부상자수,2009,20780
차량단독,합계,발생건수,2009,10608
차량단독,합계,사망자수,2009,1240
차량단독,합계,부상자수,2009,13683
차량단독,공작물충돌,발생건수,2009,4775
차량단독,공작물충돌,사망자수,2009,681
차량단독,공작물충돌,부상자수,2009,6317
차량단독,주/정차차량 충돌,발생건수,2009,122
차량단독,주/정차차량 충돌,사망자수,2009,15
차량단독,주/정차차량 충돌,부상자수,2009,133
차량단독,도로이탈 추락,발생건수,2009,610
차량단독,도로이탈 추락,사망자수,2009,180
차량단독,도로이탈 추락,부상자수,2009,763
차량단독,도로이탈 기타,발생건수,2009,509
차량단독,도로이탈 기타,사망자수,2009,53
차량단독,도로이탈 기타,부상자수,2009,768
차량단독,기타,발생건수,2009,3186
차량단독,기타,사망자수,2009,121
차량단독,기타,부상자수,2009,3715
차량단독,전도전복,발생건수,2009,1406
차량단독,전도전복,사망자수,2009,190
차량단독,전도전복,부상자수,2009,1987
철길건널목,합계,발생건수,2009,11
철길건널목,합계,사망자수,2009,5
철길건널목,합계,부상자수,2009,18
철길건널목,차단기돌파,발생건수,2009,4
철길건널목,차단기돌파,사망자수,2009,2
철길건널목,차단기돌파,부상자수,2009,2
철길건널목,경보기 무시,발생건수,2009,2
철길건널목,경보기 무시,사망자수,2009,2
철길건널목,경보기 무시,부상자수,2009,0
철길건널목,직전진행,발생건수,2009,3
철길건널목,직전진행,사망자수,2009,1
철길건널목,직전진행,부상자수,2009,4
철길건널목,기타,발생건수,2009,2
철길건널목,기타,사망자수,2009,0
철길건널목,기타,부상자수,2009,12
합계,합계,발생건수,2010,226878
합계,합계,사망자수,2010,5505
합계,합계,부상자수,2010,352458
차대사람,합계,발생건수,2010,49353
차대사람,합계,사망자수,2010,2010
차대사람,합계,부상자수,2010,50396
차대사람,횡단중,발생건수,2010,21788
차대사람,횡단중,사망자수,2010,1063
차대사람,횡단중,부상자수,2010,22082
차대사람,차도통행중,발생건수,2010,5591
차대사람,차도통행중,사망자수,2010,263
차대사람,차도통행중,부상자수,2010,5590
차대사람,길가장자리구역통행중,발생건수,2010,4237
차대사람,길가장자리구역통행중,사망자수,2010,145
차대사람,길가장자리구역통행중,부상자수,2010,4365
차대사람,보도통행중,발생건수,2010,2913
차대사람,보도통행중,사망자수,2010,83
차대사람,보도통행중,부상자수,2010,3069
차대사람,기타,발생건수,2010,14824
차대사람,기타,사망자수,2010,456
차대사람,기타,부상자수,2010,15290
차대차,합계,발생건수,2010,167035
차대차,합계,사망자수,2010,2402
차대차,합계,부상자수,2010,288402
차대차,후진중충돌,발생건수,2010,NA
차대차,후진중충돌,사망자수,2010,NA
차대차,후진중충돌,부상자수,2010,NA
차대차,진행중 추돌,발생건수,2010,27581
차대차,진행중 추돌,사망자수,2010,417
차대차,진행중 추돌,부상자수,2010,51655
차대차,주정차중 추돌,발생건수,2010,24013
차대차,주정차중 추돌,사망자수,2010,274
차대차,주정차중 추돌,부상자수,2010,47565
차대차,정면충돌,발생건수,2010,10114
차대차,정면충돌,사망자수,2010,450
차대차,정면충돌,부상자수,2010,19108
차대차,측면충돌,발생건수,2010,86156
차대차,측면충돌,사망자수,2010,967
차대차,측면충돌,부상자수,2010,141415
차대차,추돌,발생건수,2010,NA
차대차,추돌,사망자수,2010,NA
차대차,추돌,부상자수,2010,NA
차대차,기타,발생건수,2010,19171
차대차,기타,사망자수,2010,294
차대차,기타,부상자수,2010,28659
차량단독,합계,발생건수,2010,10482
차량단독,합계,사망자수,2010,1090
차량단독,합계,부상자수,2010,13648
차량단독,공작물충돌,발생건수,2010,4624
차량단독,공작물충돌,사망자수,2010,615
차량단독,공작물충돌,부상자수,2010,6376
차량단독,주/정차차량 충돌,발생건수,2010,101
차량단독,주/정차차량 충돌,사망자수,2010,20
차량단독,주/정차차량 충돌,부상자수,2010,145
차량단독,도로이탈 추락,발생건수,2010,488
차량단독,도로이탈 추락,사망자수,2010,114
차량단독,도로이탈 추락,부상자수,2010,770
차량단독,도로이탈 기타,발생건수,2010,391
차량단독,도로이탈 기타,사망자수,2010,56
차량단독,도로이탈 기타,부상자수,2010,585
차량단독,기타,발생건수,2010,3747
차량단독,기타,사망자수,2010,143
차량단독,기타,부상자수,2010,4253
차량단독,전도,발생건수,2010,NA
차량단독,전도,사망자수,2010,NA
차량단독,전도,부상자수,2010,NA
차량단독,전복,발생건수,2010,NA
차량단독,전복,사망자수,2010,NA
차량단독,전복,부상자수,2010,NA
차량단독,전도전복,발생건수,2010,1131
차량단독,전도전복,사망자수,2010,142
차량단독,전도전복,부상자수,2010,1519
철길건널목,합계,발생건수,2010,8
철길건널목,합계,사망자수,2010,3
철길건널목,합계,부상자수,2010,12
철길건널목,철길건널목,발생건수,2010,NA
철길건널목,철길건널목,사망자수,2010,NA
철길건널목,철길건널목,부상자수,2010,NA
철길건널목,차단기돌파,발생건수,2010,4
철길건널목,차단기돌파,사망자수,2010,1
철길건널목,차단기돌파,부상자수,2010,9
철길건널목,경보기 무시,발생건수,2010,3
철길건널목,경보기 무시,사망자수,2010,2
철길건널목,경보기 무시,부상자수,2010,2
철길건널목,직전진행,발생건수,2010,NA
철길건널목,직전진행,사망자수,2010,NA
철길건널목,직전진행,부상자수,2010,NA
철길건널목,기타,발생건수,2010,1
철길건널목,기타,사망자수,2010,0
철길건널목,기타,부상자수,2010,1
합계,합계,발생건수,2011,221711
합계,합계,사망자수,2011,5229
합계,합계,부상자수,2011,341391
차대사람,합계,발생건수,2011,49701
차대사람,합계,사망자수,2011,1998
차대사람,합계,부상자수,2011,50907
차대사람,횡단중,발생건수,2011,20205
차대사람,횡단중,사망자수,2011,1028
차대사람,횡단중,부상자수,2011,20502
차대사람,차도통행중,발생건수,2011,4585
차대사람,차도통행중,사망자수,2011,212
차대사람,차도통행중,부상자수,2011,4617
차대사람,길가장자리구역통행중,발생건수,2011,4093
차대사람,길가장자리구역통행중,사망자수,2011,121
차대사람,길가장자리구역통행중,부상자수,2011,4197
차대사람,보도통행중,발생건수,2011,2579
차대사람,보도통행중,사망자수,2011,66
차대사람,보도통행중,부상자수,2011,2750
차대사람,기타,발생건수,2011,18239
차대사람,기타,사망자수,2011,571
차대사람,기타,부상자수,2011,18841
차대차,합계,발생건수,2011,161681
차대차,합계,사망자수,2011,2097
차대차,합계,부상자수,2011,277190
차대차,후진중충돌,발생건수,2011,NA
차대차,후진중충돌,사망자수,2011,NA
차대차,후진중충돌,부상자수,2011,NA
차대차,진행중 추돌,발생건수,2011,25924
차대차,진행중 추돌,사망자수,2011,335
차대차,진행중 추돌,부상자수,2011,48703
차대차,주정차중 추돌,발생건수,2011,22597
차대차,주정차중 추돌,사망자수,2011,216
차대차,주정차중 추돌,부상자수,2011,44563
차대차,정면충돌,발생건수,2011,8266
차대차,정면충돌,사망자수,2011,344
차대차,정면충돌,부상자수,2011,15814
차대차,측면충돌,발생건수,2011,76556
차대차,측면충돌,사망자수,2011,855
차대차,측면충돌,부상자수,2011,125327
차대차,추돌,발생건수,2011,NA
차대차,추돌,사망자수,2011,NA
차대차,추돌,부상자수,2011,NA
차대차,기타,발생건수,2011,28338
차대차,기타,사망자수,2011,347
차대차,기타,부상자수,2011,42783
차량단독,합계,발생건수,2011,10319
차량단독,합계,사망자수,2011,1128
차량단독,합계,부상자수,2011,13289
차량단독,공작물충돌,발생건수,2011,4602
차량단독,공작물충돌,사망자수,2011,626
차량단독,공작물충돌,부상자수,2011,6273
차량단독,주/정차차량 충돌,발생건수,2011,44
차량단독,주/정차차량 충돌,사망자수,2011,8
차량단독,주/정차차량 충돌,부상자수,2011,49
차량단독,도로이탈 추락,발생건수,2011,584
차량단독,도로이탈 추락,사망자수,2011,145
차량단독,도로이탈 추락,부상자수,2011,911
차량단독,도로이탈 기타,발생건수,2011,304
차량단독,도로이탈 기타,사망자수,2011,51
차량단독,도로이탈 기타,부상자수,2011,405
차량단독,기타,발생건수,2011,3907
차량단독,기타,사망자수,2011,170
차량단독,기타,부상자수,2011,4475
차량단독,전도,발생건수,2011,NA
차량단독,전도,사망자수,2011,NA
차량단독,전도,부상자수,2011,NA
차량단독,전복,발생건수,2011,NA
차량단독,전복,사망자수,2011,NA
차량단독,전복,부상자수,2011,NA
차량단독,전도전복,발생건수,2011,878
차량단독,전도전복,사망자수,2011,128
차량단독,전도전복,부상자수,2011,1176
철길건널목,합계,발생건수,2011,10
철길건널목,합계,사망자수,2011,6
철길건널목,합계,부상자수,2011,5
철길건널목,철길건널목,발생건수,2011,NA
철길건널목,철길건널목,사망자수,2011,NA
철길건널목,철길건널목,부상자수,2011,NA
철길건널목,차단기돌파,발생건수,2011,5
철길건널목,차단기돌파,사망자수,2011,4
철길건널목,차단기돌파,부상자수,2011,1
철길건널목,경보기 무시,발생건수,2011,1
철길건널목,경보기 무시,사망자수,2011,0
철길건널목,경보기 무시,부상자수,2011,2
철길건널목,직전진행,발생건수,2011,1
철길건널목,직전진행,사망자수,2011,0
철길건널목,직전진행,부상자수,2011,1
철길건널목,기타,발생건수,2011,3
철길건널목,기타,사망자수,2011,2
철길건널목,기타,부상자수,2011,1
합계,합계,발생건수,2012,223656
합계,합계,사망자수,2012,5392
합계,합계,부상자수,2012,344565
차대사람,합계,발생건수,2012,50111
차대사람,합계,사망자수,2012,1977
차대사람,합계,부상자수,2012,51462
차대사람,횡단중,발생건수,2012,19537
차대사람,횡단중,사망자수,2012,1003
차대사람,횡단중,부상자수,2012,19873
차대사람,차도통행중,발생건수,2012,3904
차대사람,차도통행중,사망자수,2012,174
차대사람,차도통행중,부상자수,2012,3964
차대사람,길가장자리구역통행중,발생건수,2012,3577
차대사람,길가장자리구역통행중,사망자수,2012,94
차대사람,길가장자리구역통행중,부상자수,2012,3699
차대사람,보도통행중,발생건수,2012,2399
차대사람,보도통행중,사망자수,2012,83
차대사람,보도통행중,부상자수,2012,2539
차대사람,기타,발생건수,2012,20694
차대사람,기타,사망자수,2012,623
차대사람,기타,부상자수,2012,21387
차대차,합계,발생건수,2012,162455
차대차,합계,사망자수,2012,2156
차대차,합계,부상자수,2012,278851
차대차,후진중충돌,발생건수,2012,NA
차대차,후진중충돌,사망자수,2012,NA
차대차,후진중충돌,부상자수,2012,NA
차대차,진행중 추돌,발생건수,2012,26841
차대차,진행중 추돌,사망자수,2012,358
차대차,진행중 추돌,부상자수,2012,50078
차대차,주정차중 추돌,발생건수,2012,21727
차대차,주정차중 추돌,사망자수,2012,235
차대차,주정차중 추돌,부상자수,2012,43011
차대차,정면충돌,발생건수,2012,7174
차대차,정면충돌,사망자수,2012,329
차대차,정면충돌,부상자수,2012,13722
차대차,측면충돌,발생건수,2012,68131
차대차,측면충돌,사망자수,2012,779
차대차,측면충돌,부상자수,2012,112437
차대차,추돌,발생건수,2012,NA
차대차,추돌,사망자수,2012,NA
차대차,추돌,부상자수,2012,NA
차대차,기타,발생건수,2012,38582
차대차,기타,사망자수,2012,455
차대차,기타,부상자수,2012,59603
차량단독,합계,발생건수,2012,11081
차량단독,합계,사망자수,2012,1256
차량단독,합계,부상자수,2012,14240
차량단독,공작물충돌,발생건수,2012,4636
차량단독,공작물충돌,사망자수,2012,621
차량단독,공작물충돌,부상자수,2012,6307
차량단독,주/정차차량 충돌,발생건수,2012,29
차량단독,주/정차차량 충돌,사망자수,2012,3
차량단독,주/정차차량 충돌,부상자수,2012,31
차량단독,도로이탈 추락,발생건수,2012,508
차량단독,도로이탈 추락,사망자수,2012,126
차량단독,도로이탈 추락,부상자수,2012,878
차량단독,도로이탈 기타,발생건수,2012,375
차량단독,도로이탈 기타,사망자수,2012,63
차량단독,도로이탈 기타,부상자수,2012,514
차량단독,기타,발생건수,2012,4056
차량단독,기타,사망자수,2012,172
차량단독,기타,부상자수,2012,4622
차량단독,전도,발생건수,2012,NA
차량단독,전도,사망자수,2012,NA
차량단독,전도,부상자수,2012,NA
차량단독,전복,발생건수,2012,NA
차량단독,전복,사망자수,2012,NA
차량단독,전복,부상자수,2012,NA
차량단독,전도전복,발생건수,2012,1477
차량단독,전도전복,사망자수,2012,271
차량단독,전도전복,부상자수,2012,1888
철길건널목,합계,발생건수,2012,9
철길건널목,합계,사망자수,2012,3
철길건널목,합계,부상자수,2012,12
철길건널목,철길건널목,발생건수,2012,NA
철길건널목,철길건널목,사망자수,2012,NA
철길건널목,철길건널목,부상자수,2012,NA
철길건널목,차단기돌파,발생건수,2012,1
철길건널목,차단기돌파,사망자수,2012,2
철길건널목,차단기돌파,부상자수,2012,1
철길건널목,경보기 무시,발생건수,2012,3
철길건널목,경보기 무시,사망자수,2012,1
철길건널목,경보기 무시,부상자수,2012,4
철길건널목,직전진행,발생건수,2012,NA
철길건널목,직전진행,사망자수,2012,NA
